P01901859A0000|0 59|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P10980416T0000|30 45|bone sialoprotein
P01752441A0000|30 44|HIV-1 Tat protein
P08973917A0632|30 42|human PWP2 gene
P07691837A1359|30 42|K3 keratin gene
P01113908A0475|30 41|transferrin 2
P11156618T0000|30 41|mouse SCL loci
P10102627A0217|30 41|AP-1 reporter
P10512857A0000|30 40|plakoglobin
P07774925A0084|30 40|BRCA1 region
P09712644T0000|30 38|GluR2 gene
P09774641A0824|30 38|heregulin
P07609079A0387|30 37|T3R alpha
P08508778A0112|30 37|NOP1 gene
P09121430A1075|30 37|Y317F Shc
P09515921A1662|30 36|pca gene
P06671065A0000|30 36|insulin
P08770896A1121|30 35|IGF-II
P08196616A1112|30 35|ZAP-70
P01906692A0321|30 34|rt-PA
P09178491A0262|30 34|preS2
P08943354A0295|30 34|SHP-1
P02124710A0193|30 34|c-fos
P09867253A0229|30 34|c-Fos
P03934667A0124|30 34|crsA1
P08194753A0157|30 34|rhp51
P02196565A0606|30 33|GRFI
P08106313A1492|30 33|hrpL
P08649389A0000|30 33|CTCF
P09154797A0777|30 33|stk2
P02041088A1053|30 33|DR60
P10669594A0000|30 33|AgfA
P08025669A0724|30 33|rpoN
P01330309A1134|30 33|MyoD
P09858714A1171|30 33|modA
P10688661A0237|30 33|NRSF
P09094671A1192|30 33|Mts1
P01644814A0068|30 32|tax
P09835615A0574|30 32|KS1
P02545903A0639|30 32|NS3
P09704857T0000|30 32|CD4
P07651386A0925|30 32|p53
P01722479A0302|30 32|HCG
P00464387A1185|30 32|IgE
P01774093T0000|30 32|IgM
P11071789T0000|30 32|ACE
P03491190A0233|30 32|RCA
P11005808A1082|30 32|Raf
P09827446T0001|30 31|C4
P10825293T0000|30 31|Fc
P10560997A1072|30 31|LH
P11067928A0532|30 30|J
P04000347A0442|30 30|b
P10379942T0000|31 75|Marek's disease virus serotype 2 glycoprotein M gene
P02928112T0000|31 60|human U2 snRNA-specific A' protein
P02391344T0000|31 59|rat NADH-cytochrome b5 reductase
P09464525T0000|31 55|recombinant single-chain Fv
P06152670T0000|31 54|somatostatin-like hormone
P10954913A0152|31 51|Atlantic halibut Mx gene
P10466825T0000|31 48|baculovirus p10 mRNA
P03678269A0633|31 47|plasma cholesterol
P09073074T0000|31 46|FGFR-3 psuedogene
P08037338A0000|31 44|erythropoietin
P09521907A0190|31 44|murine Otx genes
P08325639A0129|31 43|20S proteasome
P11391531A1157|31 43|Mdr1b promoter
P09006010A0527|31 43|RsaA C terminus
P02555703T0000|31 43|interleukin-3
P11110040A0000|31 43|5-HT2 receptor
P01907941A0275|31 42|I kappa B alpha
P08440688A1509|31 42|G alpha i genes
P01436261A0145|31 42|somatostatin
P08973917T0000|31 42|human homolog
P08055941A1264|31 42|beta subunits
P01569102A0708|31 41|LDL receptor
P03612316A0102|31 41|low-protein
P02201905A1004|31 41|ABFI protein
P09881692A1109|31 41|latent genes
P01963438T0000|31 41|cytochrome c
P10471743A0000|31 41|DNA helicase
P09763421A1199|31 41|Fab1p kinase
P11824801A0661|31 40|interferon
P09790499A0545|31 39|hBub1 mRNA
P11029459A0000|31 39|TGF-beta1
P07883167A0157|31 39|UPF3 genes
P08808939A0000|31 39|gnt operon
P11078726X0000|31 38|human p53
P08533473A0375|31 38|ADH1 gene
P09032254A0724|31 38|AP-1 site
P08223576A1261|31 38|T protein
P08245125A0822|31 37|F-actin
P09228092A1779|31 37|dUTPase
P00227610A1593|31 37|DBP mRNA
P11116148A0741|31 37|insulin
P09738010A0305|31 37|insulin
P08259650A0640|31 36|HA gene
P07518460A0771|31 35|PTP1C
P09396796A1173|31 35|CDF-1
P11376946A0000|31 35|SHP-1
P08340400T0000|31 35|RPE65
P08986770A0268|31 35|I-POU
P07754713A0227|31 35|SPP91
P08035517A0753|31 35|IEP86
P08742135A0000|31 34|ACTH
P09827993A0000|31 34|NCPs
P02107073A0584|31 34|STE4
P09197241A0770|31 34|CD45
P02830214A0000|31 34|HCO3
P08407784A0850|31 34|srjA
P09420275A0682|31 34|CBF2
P10683244A0939|31 34|NBF2
P07799939A0628|31 34|PDGF
P02595451A1136|31 33|AN2
P10226029A0905|31 33|Akt
P03352947T0001|31 33|LAS
P08994825A0000|31 33|MPF
P01986225A0250|31 33|HSF
P09328833A0588|31 33|HET
P10765095A0308|31 33|PRL
P09528766A0915|31 33|RSK
P11073870A0375|31 33|PRC
P01649835A0822|31 33|IBP
P07799931A1232|31 33|Nrl
P07636984A1349|31 33|SP1
P08937981A0840|31 33|p46
P09687511A1091|31 33|BCR
P08676858A1084|31 32|T2
P01321280A0494|31 32|E6
P07624615A0267|31 32|TB
P09395470A0294|32 62|type II transmembrane glycoprotein
P00216939T0001|32 61|tricarboxylic acid dehydrogenase
P09426595T0000|32 56|saccharopine dehydrogenase
P10834707A1533|32 55|platelet activating factor
P07405701T0000|32 55|platelet monoamine oxidase
P11108839A0401|32 53|70 kDa cytoplasmic kinase
P08152800A0709|32 52|full-length ERM protein
P10854699A0424|32 52|full-length FGF-AS mRNA
P02839716A1907|32 51|E2-dependent enhancer
P02353453A1249|32 49|nsP3 homology region
P08856132T0000|32 49|intra-uterine kinin
P08583846A0121|32 48|beta-2 transferrin
P08083999A0501|32 48|full-length HPV-16
P00779272T0001|32 48|Epstein-Barr virus
P07816619A0872|32 46|Dr1-like protein
P08862522A0690|32 45|cdc28-P8 mutant
P08288554A0295|32 44|mouse HO-1 gene
P07761434A1084|32 44|tumor promoter
P05536803T0001|32 44|I-131-albumin
P08270257A0551|32 43|human nm23-H1
P07815811A1487b|32 43|endothelin-1
P08839832A1220|32 43|CD30 v protein
P11851941A0372|32 43|serumalbumin
P10406122T0000|32 42|LTR promoter
P07887226A0858|32 41|hemoglobin
P11472696A0387|32 41|fibrinogen
P09511724A0483|32 41|Dsg protein
P10972990A1518|32 41|p53 protein
P09557682A0490|32 41|beta, gamma
P09368006A1332|32 40|NF-kappaB
P09352127A0953|32 40|myoglobin
P09139910A1572|32 39|leuA gene
P07897359A0354|32 39|F protein
P09840943A0144|32 39|cyclin E2
P01774062A0257|32 39|HLA-DQA1
P11263664T0000|32 39|deltaEF1
P10620335A0749|32 38|COUP-TF
P02601707A0986|32 37|DNase I
P10402022A0432|32 37|20 s(-1
P11054565A0654|32 37|p190-A
P09717835A0941|32 37|xIRS-u
P01870194A0302|32 36|HIV-1
P09575217A0971|32 36|Stat5
P09804779A1163|32 36|Stat5
P07748952A0462|32 36|PmiaA
P08065366A0918|32 36|Dbf8p
P10375638A0859|32 36|NRF-1
P09359887A1168|32 36|Rat7p
P07957085A0207|32 36|Cbf3b
P08980536A1196|32 36|H-box
P07592730A0204|32 36|PTX-3
P10891489A0152|32 36|HMG-I
P10933732A0000|32 36|HHV-8
P08955136A0606|32 36|PIP5K
P07659085A1520|32 36|Oct-1
P08530149A0689|32 36|c-myc
P08441411A1260|32 36|Gfi-1
P03065141A0448|32 35|citA
P02123466A0272|32 35|AP-4
P08264617A0000|32 35|EGFR
P10713083A0170|32 35|TraR
P09611229A1664|32 35|FAS1
P10865838A0000|32 35|VEGF
P11221845A1370|32 35|mlt 1
P11331604A0267|32 35|Gcn4
P10330134A0765|32 35|RFX3
P11049241A0659|32 35|PP14
P11012568A0192|32 35|ACTH
P10841537A0669|32 35|RPB5
P07543684A1027|32 34|PKA
P06582285A0222|32 34|U-P
P11438651A1365|32 34|HML
P09050861A0903|32 34|DEK
P10688660A0992|32 34|CBP
P02500432A1416|32 34|CAT
P09341158A0167|32 34|mu1
P01408137A0974|32 34|G+C
P07935370A0000|32 34|CD8
P10759693A0201|32 33|OR
P11023074A1105|32 33|CC
P07829057A1097|32 33|RH
P00725257A0452|32 32|E
P08251622A0000|33 69|Brassica napus 2S storage protein napA gene
P10487744T0000|33 62|beta2 integrin cytoplasmic domain
P08626785A0674|33 62|tissue transglutaminase promoter
P11313249T0000|33 61|CCAAT / enhancer-binding protein
P08123787A0554|33 57|cyanobacterial HemB protein
P06111283T0032|33 55|des-Tyr-gamma-endorphin
P07592647T0000|33 53|retinoblastoma protein
P01427034A0440|33 53|ribosomal protein genes
P09488491A0000|33 52|retinoblastoma family
P01620129A0417|33 51|nuclear factor HiNF-D
P10405635A0374|33 51|full-length promoter
P07666538A0000|33 51|hepatitis C virus (HCV
P09472608A0253|33 51|cellular protein YB-1
P08707922A0334|33 50|rat II beta-, III beta
P01709933T0000|33 50|rat chromosomal gene
P02870720A0188|33 49|beta-adrenoceptor
P08661007T0000|33 49|carbonic anhydrase
P08413215A0327|33 49|NF-kappa B subunits
P07249544A0343|33 46|creatine kinase
P01447189A1546|33 46|serine protease
P10756007A1512|33 46|Rep-DNA complex
P09949178A0264|33 45|interleukin-6
P09731704A1472|33 45|delta5ERalpha
P10488088T0000|33 45|bcl-2 promoter
P09427627T0000|33 44|PDGF receptor
P08200528A0970|33 44|Tn903 neo gene
P08917449A0000|33 44|neuropoietin
P02016053A0752|33 43|E74A protein
P11881923A1256|33 43|haptoglobin
P07963540A0795|33 43|kappa B motif
P11382701A0688|33 43|vasopressin
P03049570A1242|33 42|E2 proteins
P11437660A1219|33 42|C-terminus
P10521447A1190|33 41|CBFalpha1
P09556573A1062|33 41|PPARalpha
P09006022A0252|33 40|cvaA gene
P10749932A0000|33 40|integrin
P02557350A0632|33 39|SRP54sc
P11139336A0257|33 38|INCENP
P00030183T0000|33 38|HLA-B5
P01649318A1222|33 38|EBNA-2
P08676454A0731|33 37|ICP35
P08604338A0885|33 37|FLI-1
P08985115A1571|33 37|37LRP
P02143186A1306|33 36|AHA2
P10376874A0759|33 36|eRF1
P09535833A0228|33 36|Staf
P08188603A0230|33 36|arg4
P09632734A0943|33 36|ERK2
P08622698T0000|33 36|CBF1
P08522511A1578|33 36|pelB
P03499657A0000|33 36|sBGP
P09407031A0974|33 36|Chk1
P11090172A0612|33 36|RNA3
P09368026A0435|33 36|Msx2
P08657150A1049|33 36|NCE3
P08070393A0631|33 35|EGF
P11912261A0284|33 35|PTH
P11281268A0000|33 35|AKs
P08072547A1009|33 35|JNK
P10518561A0885|33 35|Tec
P09343426A0456|33 35|Zta
P09538220A0000|33 35|mrr
P03344812A0924|33 34|BP
P01654349A0327|33 33|K
P03691316A0560|33 33|K
P02522297A0000|34 66|prostaglandin endoperoxide receptor
P08869825A0000|34 64|flavin-containing monooxygenases
P11451995T0000|34 62|Saccharomyces cerevisiae Ste14p
P08621719A0000|34 59|c-cbl proto-oncogene product
P11459794A1172|34 58|cAMP response element mutant
P02685331A0523|34 57|K. pneumoniae nifH promoter
P09168892A1016|34 57|AP-1 cis-response elements
P11111051A0051|34 57|histone acetyltransferase
P10218109T0000|34 57|MutT pyrophosphohydrolase
P05763347T0000|34 57|beta-adrenergic receptors
P05794247T0000|34 55|serum lipoprotein lipase
P09636670T0000|34 55|cyclin-dependent kinase
P09733794A1323|34 54|Bcl-2-related proteins
P08702826A0870|34 53|GSTP1 silencer element
P09827878A0091|34 52|superoxide dismutase
P10393969A0000|34 52|herpes simplex virus 1
P09786926A0095|34 51|fatty-acid synthase
P06131038A0000|34 50|lipoprotein lipase
P08028671A0687|34 50|anti-CBP antiserum
P10228561A0539|34 50|DNA polymerase beta
P07823964A0922|34 49|N-terminal domain
P08484689T0000|34 49|rheumatoid factor
P09799634A0161|34 49|C-terminal domain
P10532805A1084|34 47|protein kinase A
P03319621A0707|34 47|beta actin mRNAs
P10393251T0000|34 46|HOX11 oncogene
P10333481A1102|34 45|UCP2 promoter
P10865422A0138|34 43|hemoglobin
P08978817A0620|34 43|dim1-delta
P09303437A0875|34 43|hCRBP1 gene
P10804379T0001|34 43|hepatitis C
P08294459A0446|34 42|SAP-1 cDNA
P10073940A0335|34 41|Wingless
P10441506A0098|34 41|PKNalpha
P11014821T0000|34 41|Doa locus
P10397257A1142|34 41|Sp1 sites
P09704927A0479|34 40|E2Fs 1-5
P08496599A0310|34 40|BGP gene
P09223479A1193|34 40|serpins
P01398106A0754|34 39|I-CreI
P11160738A1414|34 39|vIRF-2
P02437792T0000|34 39|lipase
P10541865A1301|34 39|CDKN2A
P09623830A0000|34 38|Botox
P09556561A0671|34 38|Gar1p
P08454591A1322|34 37|IL-1
P09389137A0763|34 37|C1-7
P10671519A0641|34 37|MAN1
P10721704A1155|34 37|mHuA
P07862108A0987|34 36|TEP
P08931991A1026|34 36|E2F
P10419521A0136|34 36|ELL
P01918073A0150|34 36|TnI
P10706887A0281|34 36|ALK
P01870428A0677|34 36|HDL
P09645961A1158|34 36|CBF
P08962614A0000|34 36|IgE
P08428965A1868|34 35|tk
P08867519A0557|34 35|c.
P11278286A0456|34 35|GR
P10598101A0000|34 35|O2
P02889352A0000|34 35|BP
P06721188A0200|34 34|F
P11046517A0619|34 34|Z
P10559320A0080|35 77|homolog of alphavirus nonstructural protein nsP1
P07800505T0000|35 72|human 85 kDa cytosolic phospholipase A2 gene
P07702327T0000|35 71|recombinant tissue plasminogen activator
P10951848A0230|35 69|granulocyte-colony stimulating factor
P09443978A0262|35 64|Drosophila melanogaster human Sp1
P09649537A0000|35 59|yeast GCN2 eIF-2alpha kinase
P07999363A0000|35 58|transmembrane FGF receptor
P03016883A0000|35 57|herpes simplex virus type 2
P10428862A0834|35 57|DokR-specific antibodies
P09573187T0000|35 56|LysR-type regulator CatR
P10541432A0185|35 55|epidermal growth factor
P08301702A1083|35 55|rat cytochrome P-450 1A1
P01224116A0576|35 54|serum immunoglobulins
P08429019A2022|35 54|YY1 consensus sequence
P02604420A0234|35 53|reticulin antibodies
P09294139A0729|35 52|human HS12 enhancers
P08798893A0611|35 51|bovine lactalbumin
P11058119A0957|35 51|cytoplasmic GTPase
P01687050T0000|35 49|immunoglobulin G
P07836218A0128|35 48|beta-endorphin
P11153302A0000|35 48|opioid receptor
P11517445A0221|35 46|V. cholerae O1
P03186091T0000|35 45|oxytocinase
P08576131A0685|35 45|USF subunits
P07528772A1539|35 45|TAM peptides
P09698457A0778|35 45|CDPDeltaCR1
P02115118A0565|35 44|smg p25A GDI
P11024036A0984|35 44|C/EBP alpha
P03179496T0000|35 44|hemoglobin
P07496400A0525|35 43|HMGR1 mRNA
P09678579A0768|35 43|AtCP1 gene
P10395920A1424|35 43|ATF family
P10026229A0950|35 43|Engrailed
P09694599A1355|35 43|IL-1alpha
P08337841A0612|35 42|GNS genes
P10497117A0358|35 42|V protein
P07729427A0942|35 42|hTAFII18
P08706662A1125|35 42|perforin
P09641167A1359|35 42|IL-1beta
P09789025A0149|35 41|Galphai
P03276246A0037|35 41|albumin
P11335116A1099|35 40|BmHR3A
P09488713A0886|35 40|Site-1
P10074520T0000|35 40|IS2404
P08887661A1061|35 39|IRF-1
P10935880A1049|35 39|PI-3V
P10602419A1253|35 39|Jem-1
P01538403A1058|35 39|TFIID
P10918572A0794|35 39|ErbB2
P07935472A0790|35 39|Ets-1
P01301171A0979|35 39|c-myc
P09010223A0667|35 39|SAP1a
P07595221A0733|35 39|CIITA
P10439040A0658|35 39|c-myc
P09710641A0000|35 39|Pax-6
P06227570A0523|35 38|ConA
P08702644A0499|35 38|apoB
P07533758A1038|35 38|RfbA
P11094091A0000|35 38|CREB
P11428897A0318|35 38|CopG
P09724654A1120|35 38|Dbf4
P07789342A1352|35 37|TSH
P10438924T0000|35 37|Akt
P11821098A0269|35 37|FSH
P10084294A0219|35 37|EPO
P09309457A0680|35 37|HDL
P10490822A1167|35 37|GAP
P03628713A0961|35 36|Rb
P09971822A1542|35 36|U1
P11737056A0680|35 36|ME
P07569075A0585|35 36|CR
P06314276T0000|36 66|full-length double-stranded cDNAs
P08230445A0000|36 66|human immunodeficiency virus type 1
P08195186A0000|36 66|T lymphocyte early-activation gene
P09252397A0081|36 62|cyclobutane pyrimidine dimers
P09556566A0174|36 61|retinoic acid Xalpha receptor
P01860846A0663|36 60|tumor necrosis factor-alpha
P09686344T0000|36 60|ornithine transcarbamylase
P10497262A0000|36 60|trans -spliceosomal U5 snRNA
P09829916T0000|36 59|Escherichia coli spc operon
P07588750T0061|36 59|3-phosphoglycerate kinase
P02373686T0000|36 56|progesterone receptors
P04189158T0000|36 56|anti-Rh immune globulin
P10712599A0349|36 55|ubiquitin-proteasome
P11161816A0851|36 53|endophilin proteins
P02102823A0492|36 53|beta-glucuronidase
P02962859A0276|36 53|beta-galactosidase
P01406703A1435|36 52|DNA-binding region
P00015731A0090|36 52|carbonic anhydrase
P02575490A1021|36 52|oIGF-I transcripts
P10907971A0806|36 51|HMG-CoA reductase
P07654712A0774|36 51|mammalian enzymes
P01459447A0484|36 51|full-length genes
P09405195A0320|36 50|endogenous locus
P08101171A0924|36 50|Pc group products
P09570133A0474|36 50|protein-protein
P05031659T0000|36 49|transfer factor
P08626539T0000|36 49|ApoA-I promoter
P07428037A0989|36 49|mouse mt 12S rRNA
P06527379T0044|36 48|beta B1 subunit
P02118525A0737|36 46|CCK promoter
P06671385A0856|36 46|plasma renin
P08628255A0932|36 45|luciferase
P10596955A1032|36 44|troponin I
P11486476A1512|36 44|myoglobin
P09294453A0949|36 43|tabtoxin
P02023421A0343|36 43|collagen
P10823961A0664|36 42|DRIP130
P02761540A0873|36 41|NF-4FB
P07828584A0681|36 40|c-Fos
P10229668A0560|36 40|Cln3p
P11422200A0000|36 40|G-CSF
P11312326A0169|36 40|HIV-1
P10400757A1498|36 40|CXCR4
P11529914T0000|36 40|CD154
P11250942A0626|36 40|GRIP1
P11092809A0823|36 40|PI3Ks
P10224293A0000|36 40|RPTPs
P09135066A0653|36 39|Mek1
P09925372A0458|36 39|HFHZ
P09661676T0000|36 39|IL-5
P10637337A0545|36 39|TFA1
P09247645A0000|36 39|SEC3
P11595170A0582|36 39|hB1F
P01516829A0113|36 39|SNF6
P00321261A0104|36 39|PGE2
P09418905A1396|36 39|Grb2
P07592710T0000|36 38|PKR
P01619114A0383|36 38|MSP
P10629938A1352|36 38|GFP
P07644466A0578|36 38|NS3
P08853893A0158|36 38|E2F
P04428800T0001|36 38|LAP
P09585253A1147|36 38|ERK
P09147420A0623|36 38|IE2
P02938185A0223|36 38|E1a
P11301189A1396|36 38|p19
P08119995A0814|36 38|T3R
P07894021A1130|36 38|DS2
P08282576A0297|36 37|T1
P08352066A0000|36 37|E2
P07835888A0402|36 37|Xd
P08289341A1202|36 37|E2
P02703925A0359|36 36|b
P08608222T0000|37 84|human granulocyte colony-stimulating factor receptor
P01347944A0964|37 68|homeodomain binding site II sequence
P08297376A0236|37 64|CCAAT/enhancer binding protein
P08657157A0000|37 61|POU domain DNA-binding motif
P01713213A0000|37 60|human pim-1 proto-oncogene
P08832146A0959|37 59|bone alkaline phosphatase
P11063252A0437|37 59|HSL translation start site
P09151828A0919|37 59|mutant 9ORF1 polypeptides
P00054900A0226|37 57|chloroacetate esterase
P09268661A1405|37 56|reverse transcriptase
P01398068A0948|37 56|his175 or his273 mutant
P08268912A0657|37 55|human cDNA derived RNA
P10517666A1069|37 54|AP-1 nucleoproteins
P02846640A0643|37 54|indoxyl phosphatase
P02446871A1021|37 53|5'-terminal region
P09587549T0001|37 51|interferon alpha
P00001606T0076|37 50|5-nucleotidase
P02901498A0354|37 50|mutant proteins
P01579537A0000|37 50|botulinum toxin
P07538122A0800|37 47|Fab fragment
P03379058A0188|37 47|E1 alpha cDNA
P06433442T0000|37 46|factor VIII
P00173860A0475|37 45|aflatoxin
P07557446T0000|37 45|VCSA1 gene
P08196624A0593|37 44|T beta R-I
P07569640A0539|37 43|albumin
P09371431T0000|37 43|thiCOGE
P11290415A0288|37 42|ICBP90
P06208024A0168|37 42|DNase I
P03007281A0905|37 41|Df(2L
P08288240A0304|37 41|SCG10
P10611225A1127|37 41|eIF4A
P10073947A1110|37 41|PAI-1
P09815578A1245|37 41|CDKN2
P10390158A1150|37 41|Pit-1
P07547500A0066|37 40|GAL4
P09780228A0613|37 40|FkbC
P10556046A0328|37 40|ALK2
P07743515A0223|37 40|AAMP
P01675763A1389|37 40|CD4+
P09920539A0272|37 40|GnRH
P10541550A0487|37 40|ACE3
P09488725A0904|37 39|SFD
P10722737A1726|37 39|Sp1
P10521450A0437|37 39|Btk
P02590869A0743|37 39|IgG
P09287362A0589|37 39|p50
P10207115A0389|37 39|p21
P10727426A1280|37 39|CDK
P08631667A0851|37 39|tmk
P10022880A0000|37 39|GAP
P10563789A1951|37 38|CG
P08654972A0000|37 38|Sp
P01895370A0199|37 37|S
P06854957T0066|37 37|M
P11032599T0000|38 75|hematopoietic colony-stimulating factors
P10938105A0000|38 72|fibroblast growth factor receptor 2 gene
P10918440T0000|38 72|granulocyte colony-stimulating factor
P08824585A0260|38 67|hematopoietic progenitor kinase 1
P10095062A0558|38 66|human topoisomerase IIalpha gene
P09657003T0000|38 64|RNA-dependent RNA polymerases
P11003669A0000|38 62|ErbB-2-interacting protein
P08887674A0920|38 61|cyclin D-dependent kinases
P06096863T0000|38 60|Saccharomyces cerevisiae
P01320640A0336|38 59|neuron-specific enolase
P09121476T0000|38 58|DEAD-box protein family
P09484463T0000|38 58|auxin-binding proteins
P09027346A1957|38 58|hCG-ectodomain complex
P08497190T0079|38 57|hyp regulatory mutants
P06957125T0000|38 55|beta 2-adrenoceptor
P07260389A0221|38 55|serotonin receptors
P01309910A0428|38 55|TAR-binding protein
P08566751A0455|38 55|vertebrate Hox genes
P09441746A0546|38 54|GHS-R-related gene
P08620889A0771|38 54|aldolase C promoter
P09512559T0000|38 54|nerve growth factor
P08585324A0823|38 54|Leu-tRNA precursor
P09650299A1334|38 53|VirD2 omega domain
P10756032A0599|38 52|cyclin E promoter
P08327488A0839|38 52|p70 coding region
P03980386A0000|38 50|angiotensin II
P08030239A0833|38 50|IE polypeptide
P03166458A1356|38 49|GC box element
P11247663A1447|38 49|DNAH9 alleles
P09490676A0800|38 49|Ets-2 protein
P07565031A0454|38 49|V. cholerae O1
P01895384A0746|38 48|IE1 promoter
P08172653A1589|38 48|TnT isoforms
P01901946A0243|38 48|SRE sequence
P11133830A0174|38 48|anti-CD2 mAb
P11159363A1251|38 47|E2F element
P09601510A0215|38 47|FV pol genes
P01310935T0000|38 46|ubiquitin
P07557387A0241|38 46|C/EBP beta
P06209403A0562|38 46|U2/4 locus
P10855690A0870|38 46|MAP kinase
P03045725A0872|38 46|prolactin
P07856102A1616|38 45|M protein
P03060846T0000|38 44|23S rRNA
P09701821A1108|38 44|opuE P-1
P07834582A0115|38 44|n-3 EFAs
P08626610A0931|38 44|SREBP-1
P03972185A0137|38 44|insulin
P07596697A0971|38 44|motilin
P08163546A1230|38 43|Ypt52p
P09832518A0615|38 42|Cdc68
P09843412A0130|38 42|Abeta
P10918059A0569|38 42|Ca(2+
P09199292A0536|38 41|p107
P02143186A0867|38 41|AHA3
P09892736A0343|38 41|CDED
P02689439A0000|38 41|GSTs
P00456424A0000|38 41|c.i.
P10074425A0729|38 41|Cdk2
P08425050A0898|38 41|rpeA
P11007954A0170|38 41|Grb2
P11113199A0800|38 41|ERKs
P08790291A1022|38 41|thi1
P09792702A0754|38 41|JNK1
P02335713A0905|38 40|PbB
P11278855A0205|38 40|p65
P09854034A0536|38 40|G+C
P09234720A1015|38 40|MEK
P07828600A0095|38 40|SSE
P08626493A1468|38 40|E1A
P02968055A0984|38 40|ANF
P08268718A0676|38 40|p50
P10687862A1980|38 40|CII
P11207288A0897|38 40|ABR
P08619866A0000|38 40|HGF
P07957106A0471|38 40|GST
P08580083A0259|38 40|Fyn
P04055593A0523|38 39|N2
P10409755A1846|38 39|NO
P07907846A0623|38 39|v.
P03372422A0558|38 39|N2
P09696819A0450|38 39|gE
P10229682A1151|39 85|nuclear-factor-kappaB-binding-site-like sequence
P08213747A0000|39 69|human immunodeficiency virus type 1
P11123316T0000|39 66|phosphatidylinositol 3-kinase
P08253386A0800|39 65|fibronectin splicing enhancer
P11898797A0124|39 62|choline acetyltransferase
P02837575A0979|39 62|eukaryotic topoisomerase I
P01150658A0683|39 61|human luteinizing hormone
P07636187A0585|39 61|V beta 8.3 gene transcripts
P09290207A0731|39 58|silent mating type loci
P07543592A0624|39 56|wild-type E5 protein
P09551096A0108|39 55|ribosomal subunits
P07959011A0379a|39 55|rat class-I ADH gene
P07559347A0000|39 54|Bacillus subtilis
P01490493A0416|39 54|serum cholesterol
P07768898A0492|39 54|apobec1 sequences
P00959656A0250|39 53|antithrombin III
P01190120A0832|39 52|thromboplastin
